UserID,MovieID,Rating
5431,995,3.7113962
162,2225,1.7658617
4340,2277,2.5902903
1899,2345,4.60583
3983,485,3.1793628
4645,0,3.6709056
3259,2320,2.265924
5502,2019,4.4452534
850,1216,2.768786
1163,1410,3.2275667
1385,1707,2.1798854
1604,66,3.126529
4713,0,4.435726
932,1751,2.8947337
1888,2847,3.1182985
1008,2043,1.629667
3806,579,4.175275
2994,0,4.531369
1670,903,3.8427489
1897,1139,3.6386821
2913,532,3.329646
3467,0,3.8001246
1448,0,3.7429376
1011,192,3.500334
161,2506,3.4184709
1205,2482,2.9705048
5562,2771,2.3401744
3414,1170,3.4598098
3840,0,4.353482
4328,682,3.2516258
3079,778,3.7124472
1653,396,2.9925835
147,2485,2.6572573
1097,305,3.7707624
5918,0,4.4403067
3222,1039,4.7916226
3598,324,3.60176
4519,924,3.6419153
3156,1947,3.427785
3599,2448,3.3648424
4723,0,4.336287
1240,2358,4.737344
953,1757,4.107268
4005,1938,2.9545398
564,2812,3.203107
1015,0,4.84847
422,929,2.4241107
1038,566,2.8296957
2291,2810,3.3855667
4081,0,4.3935323
249,0,4.5423512
4352,1699,3.090868
1604,2252,3.7451043
2553,0,4.0883603
4263,1000,3.3139844
2751,276,5.0655546
1696,81,4.384724
3389,0,4.6109257
3230,769,4.3919215
4529,395,3.0249772
5565,893,4.4230614
5466,2226,3.9360173
1111,0,4.9378386
3397,1253,3.0640614
3663,336,2.6788793
4302,1535,2.2784626
714,85,1.7395554
3474,1399,2.4936178
5792,1723,3.3645673
3544,699,1.1069505
524,869,3.8428857
2216,418,3.827195
3379,2889,2.5474768
4283,1512,3.551427
4415,2889,1.756031
3616,2488,3.3620286
1952,2896,2.85652
1697,1442,3.2200513
3067,2889,2.1116812
5310,1410,3.47158
4470,0,3.81566
3413,879,4.931715
3938,0,4.1626153
115,2475,4.5906053
413,783,3.4860582
2896,2417,2.3366344
2553,1519,3.7209492
5089,1024,4.6210356
1463,2294,2.5678525
350,2000,3.821105
897,1678,3.1440785
2875,2398,4.577317
4148,2664,2.0059028
4173,2198,3.5848746
2858,20,4.225412
2129,1362,3.4836707
3176,931,5.005408
5876,1928,2.2047253
3358,0,3.829005
3767,751,2.1815133
5573,1532,4.437312
2454,922,3.8877785
1778,0,4.1153545
1197,523,2.9520001
3673,1173,3.0523696
1263,1535,2.3718133
5647,231,3.5160809
1692,2341,2.7640686
1528,0,4.4626355
4576,1018,2.616592
4470,164,3.015843
2742,923,4.008055
1981,1820,3.7905662
3013,1125,1.8889282
719,0,3.6890018
5625,1043,4.384294
3030,1443,4.151655
3857,275,3.885609
1272,826,3.4175763
1355,0,2.0687602
3588,1548,2.032173
4424,927,3.8544865
579,459,3.1902695
2239,914,3.643599
1678,1584,2.701152
5886,1874,3.5423508
5970,1076,4.0202565
2006,2393,4.6109138
2308,2607,3.5936625
5122,203,3.5354762
4179,84,3.1367304
1264,686,2.0263505
4303,1438,3.7036312
5098,2889,2.6377318
658,1157,3.3916547
3862,1951,2.7194939
4814,2941,4.783869
5873,1056,4.282608
1179,2228,4.56765
47,1151,3.021465
1481,903,3.3438778
1939,2535,2.5728607
2233,0,3.9093058
1445,1951,4.5356846
1880,870,4.9440084
2657,1147,2.9827464
468,46,4.7573915
197,9,3.9752336
451,2405,4.0688477
4003,882,2.971314
599,373,2.8295593
5553,883,2.633557
3105,948,1.9211633
1744,532,2.9600594
4087,1758,4.033614
5054,0,4.1576805
2234,2698,4.3519397
661,2548,4.146888
3030,0,4.5047736
5427,296,3.849491
5568,591,3.63673
1731,0,4.7552166
879,2558,5.5822544
5498,858,3.755838
3851,2258,2.513454
1338,259,1.6236818
5337,995,3.3448324
2008,275,3.064436
581,1648,4.6951704
1993,1374,3.76956
3109,1659,3.3579438
2220,1758,4.369978
4352,1948,3.8498497
4215,1201,2.7779648
4576,20,2.982375
5529,2226,3.7968504
3914,429,3.3943696
2609,312,1.8322538
2228,0,3.835049
4334,2068,3.7634172
4459,1688,3.4884596
2636,591,3.2878087
4477,915,3.7002654
2674,2522,2.6399052
2818,3010,4.6742115
1405,854,3.2150269
953,393,2.8951993
1191,1721,3.5311007
3725,0,4.2848125
2170,2589,1.285898
4904,393,2.3760211
4239,2428,3.6984687
5384,2000,2.6779237
3065,1773,3.3759265
3726,2150,2.8271942
2086,2532,2.2072864
2505,2,2.6870973
4167,0,4.9531107
1719,330,3.0857098
2822,0,3.2323136
4277,488,3.1779609
5152,2261,3.3363605
4724,317,3.3412888
327,780,3.2227
2907,1178,3.4884353
2821,583,3.9317148
3073,0,5.0000453
4359,1820,3.1907914
1439,1224,-0.06832248
1939,1692,4.239355
5453,1928,2.9859684
4413,1117,3.3018491
4671,2499,2.0844896
5651,2766,2.6113997
5641,1955,3.7031329
4379,1260,3.5947728
2960,1014,5.01114
946,2842,2.606789
2570,877,3.8838842
4269,1875,4.009367
4692,1006,4.419259
1315,415,3.679551
2025,2069,3.781637
6016,1010,3.739161
5151,907,2.5753667
5203,825,4.666685
5392,1657,2.6598568
520,2788,4.656617
2126,926,3.8790245
2155,0,3.7611475
3504,1461,4.1397634
2114,467,2.880456
1762,0,4.5450006
4740,32,3.0412827
1144,428,3.160497
4709,0,4.100971
2014,1869,3.1891506
1683,0,4.3045053
3601,1347,2.701943
5869,980,3.0503466
1423,2020,3.6734412
3586,1397,4.5173965
451,1528,2.884749
3711,1671,2.6555707
5876,0,4.4408917
2035,2951,1.6965957
4952,868,3.1803231
5362,398,4.469782
2781,226,1.8178728
2482,323,3.9710426
3653,1253,3.4353285
271,1022,4.7613792
5886,744,2.3141263
4416,0,4.8141026
172,251,3.3756123
1597,0,4.5826235
3264,2701,2.4230235
4412,1779,4.151139
4081,2186,2.6641371
2052,1773,2.992931
1626,523,3.2275329
586,1391,2.9819381
440,1635,4.087147
1939,2293,4.6960707
1455,1029,5.3066444
5399,164,3.5264502
3940,2995,2.1296213
2884,759,4.321548
3011,2394,1.7803017
40,0,5.140183
4981,1012,5.077299
3497,1043,4.3649
1494,1696,2.9982653
1258,2539,2.9434855
5566,442,2.1439507
2851,131,3.7783184
778,1413,3.1801963
3255,1994,3.3133657
5884,889,4.170045
3101,0,3.4248023
4060,0,4.3869395
79,713,2.3106382
5799,1874,3.2126575
795,910,2.2195327
1522,1200,2.1596112
3776,258,2.226246
3293,312,3.2165504
3428,2478,3.1265943
5391,1403,4.281387
4726,4,3.4660473
5309,2714,3.6225855
4360,1543,4.542982
3222,936,3.7621906
2288,927,4.0004306
2555,0,3.8417187
1550,1225,3.3620715
1664,1109,2.3263834
694,0,4.2552733
1067,724,4.099511
4806,1989,3.6810176
1768,1445,2.1732993
4137,476,3.5544782
4903,0,4.868354
1849,2981,3.11877
3334,1807,3.2465427
708,0,3.834859
4915,438,2.4342527
3840,1648,3.3632991
4340,0,4.2209735
2936,883,3.026152
5058,1817,3.9560592
5449,1641,3.8211513
5904,1413,3.7315567
4081,1577,3.7812667
153,1730,2.432974
3587,2711,4.0526648
4885,2084,2.7295618
1179,1019,4.851171
2597,875,3.0294569
5052,854,3.2831914
5993,668,3.1609554
1918,2356,3.365173
3434,903,4.1389313
5489,829,3.9616122
3628,515,2.128521
3965,820,2.747363
5709,2295,2.965816
2542,1611,3.361358
4824,890,2.8641164
2745,879,4.850281
1653,82,3.274675
3065,1833,3.9975758
4021,1955,2.7665477
1630,2165,3.795527
649,2824,5.3700085
24,626,3.0509179
5379,1252,2.4932725
399,65,3.2160268
1603,101,3.5094955
5590,957,3.416727
5006,2412,4.394064
2286,0,4.722069
3195,791,3.7987854
1488,645,2.0091567
1941,0,3.518073
887,692,3.984264
714,21,3.0170522
3406,0,3.614295
3840,1513,2.1891308
1067,2273,4.153422
506,213,3.7480068
1818,1374,3.0484016
5647,521,2.658177
1117,1452,2.6367013
4065,0,3.272574
2016,872,4.6525154
5553,2618,2.0559273
722,797,3.2824316
5254,2062,4.101854
2387,1117,4.478314
2056,2418,4.079006
1295,0,3.984757
123,1954,3.9750066
2948,2138,2.8152378
4806,1577,2.6234663
37,0,4.700252
3421,9,2.5571437
5953,1141,3.1208978
1966,2006,3.7408075
2332,572,3.8257427
3806,1362,3.3503034
2071,54,1.5464151
451,1658,4.7386847
2660,516,3.7659957
338,1757,4.088973
1849,1919,2.4023395
3923,887,4.314103
5045,879,4.2273126
4886,954,4.0488334
1179,912,3.4136088
6008,489,2.2557297
1463,879,4.0843287
2539,1009,3.837963
5131,947,4.950834
2494,275,3.0565405
1538,948,1.7491882
4940,2691,3.5071635
692,879,4.132384
3030,2919,4.671602
1554,924,4.068959
3418,2035,4.0973673
5707,884,2.5981226
5589,2530,3.2933352
4506,0,4.762391
2054,792,4.136922
68,2252,4.702578
3809,945,1.3390113
3029,2862,3.8455389
2239,1390,2.9630904
4303,1942,3.9512827
400,2852,4.597471
1524,226,1.7818793
1013,900,3.7122588
3928,2417,1.8336838
1871,1775,3.9850614
2916,1266,3.1031594
2109,2465,3.0879881
4369,2971,4.0377045
5602,1456,2.293583
1013,1094,3.7323997
1554,2176,3.793765
2400,1828,4.299967
1455,1187,4.198982
1674,1436,4.205634
1262,917,3.6907127
5170,204,3.254655
1986,19,2.9350214
1117,1399,3.5864832
1694,1771,2.3216426
4468,2200,2.1023269
5466,2416,3.0502217
5922,865,3.849348
3943,2667,3.141375
3827,796,4.287606
1607,2680,2.575535
1778,1858,2.1921113
4576,1540,2.2950807
1321,26,3.2222266
2786,1393,4.1966653
1692,1258,2.9314747
322,2060,3.8571162
3499,845,2.6868258
4048,900,4.0187645
5295,0,4.842791
3283,1197,4.020423
2799,2174,3.153245
4040,232,3.8078573
4452,108,3.0280278
2107,452,4.0205007
5275,2436,3.1737964
947,991,2.8333879
1759,2596,3.1810951
599,1995,3.8381402
1087,1917,3.431541
1364,0,4.040211
744,2530,2.1097114
1166,2022,3.2303903
5072,2804,4.3629594
341,1302,2.297013
978,2238,2.1714857
1914,2539,3.4165444
3529,1816,2.0142057
877,313,4.8622904
700,1762,4.1000605
992,226,1.7227211
3568,0,2.9580035
2999,1164,4.1039567
5134,974,1.3400688
312,2556,4.520962
5795,2070,2.150661
4208,1805,3.5615237
2160,2556,3.8770509
3584,894,3.4821167
3214,1393,1.8478491
4632,0,4.074796
1299,491,4.1187453
2535,675,3.5718992
3827,768,4.530418
5869,1258,3.230883
2056,2733,3.7836425
1283,491,3.5393908
1796,2992,1.58627
1017,421,3.063279
2170,953,4.0301223
2574,2022,4.276452
3890,941,3.1005344
1304,0,4.650852
4110,865,3.72724
4456,1246,1.9898567
1835,893,4.4499035
5367,1708,1.9268804
693,1731,2.4989462
518,0,3.9637463
4215,795,3.309341
1162,855,4.9501863
1755,1819,2.588377
4315,865,3.2540488
4151,371,1.3846653
4360,0,4.771971
4890,911,3.3610415
1445,1424,3.806614
3510,0,4.5175695
5559,302,4.6178827
3624,1269,3.3998003
5073,1147,2.410385
4926,324,4.7846627
2527,2556,3.5643454
3105,0,4.4463887
306,365,3.5675457
2037,412,3.3801215
1967,396,1.9272407
5098,722,4.3724566
695,1708,2.5236735
155,237,4.0845537
3196,2186,3.1828508
4051,1216,3.2004104
1900,0,4.5081196
4223,866,3.9446397
4480,1758,3.1339765
531,0,4.3426433
3278,1258,2.2750783
2062,954,3.7364225
2400,1274,1.9165388
1731,2891,4.2968855
5854,1819,3.9751582
3161,1470,3.5270905
1571,2962,3.3751693
4087,614,3.0304704
5036,2095,3.7804182
3776,0,4.11692
3076,867,3.4644465
3199,944,2.826541
4978,530,1.5509293
1692,0,4.482361
3745,1195,4.2023
860,2785,3.4222004
5962,1734,3.117173
2038,1990,2.5012686
91,0,3.6278796
530,226,2.0139184
1038,2711,4.303788
5024,0,4.1751065
159,914,3.7540565
2816,446,3.5792427
4679,945,1.1143478
4643,636,3.7011416
1205,791,4.736006
4452,132,2.0070279
5919,882,3.725107
794,1540,2.471714
3200,2270,3.050975
2926,696,2.6663132
1029,1461,3.8883405
3290,2200,1.8540938
1772,0,3.919936
1982,1197,3.948639
550,0,3.768704
6025,1173,2.7134466
3187,1271,3.4076228
4501,2427,3.8757164
2422,1468,3.5470705
1297,2766,3.530714
121,2586,4.669853
5270,2015,3.1166353
2878,1660,2.0742834
5453,2023,3.7827592
3011,2095,2.160913
3943,1293,1.9903942
2881,1747,3.702278
4236,1369,2.9646258
3806,0,4.566329
4139,1798,3.6283357
5524,2563,3.1472173
4235,2765,3.7529852
149,2487,3.2375495
5975,2600,3.628942
4558,0,4.012381
768,274,2.9102032
3399,0,4.9783683
1858,1206,3.0295749
729,2554,4.0767345
46,0,4.1154637
3714,2419,2.978184
1566,2138,1.9368585
922,43,2.2941973
1402,998,4.255791
5668,2765,2.2894602
5786,1513,2.0959795
3031,772,4.4194202
3987,2329,4.0840197
2118,1042,4.3928747
747,0,4.837753
5271,1398,1.6276582
427,2011,3.2120564
5665,923,3.798781
2932,2077,2.5156677
0,1130,1.4013834
1542,1673,3.626777
5831,1180,3.2588563
4470,2758,3.5919213
3116,1589,3.3334718
4080,212,3.0992002
3388,789,3.0526412
4832,2640,3.0593164
1447,2149,3.5133708
4117,0,4.344302
630,1335,3.2716427
4308,0,4.295097
2198,0,4.942895
3334,1758,3.6503756
5399,1174,3.9027145
1315,0,3.9015222
1262,2050,2.7169516
4333,1216,2.5827482
1735,2188,2.549902
857,1779,3.9108577
2907,727,2.5833783
2065,1495,3.7356925
5625,1820,5.244291
2333,800,4.0915914
1228,2327,3.6506696
3414,429,2.312138
4504,2200,2.8248034
2535,0,3.7722628
2449,2556,3.4920826
1983,478,3.41255
2235,2888,4.1794806
1286,682,3.0925272
3226,2393,4.6592975
3700,2177,2.8873987
5280,1517,3.797455
186,1746,3.5720663
1138,0,4.540986
5192,2366,3.8543785
3708,199,4.4526343
3331,1105,4.176666
1769,2731,3.3186061
4614,2314,4.6792874
1994,822,3.896847
2494,2675,2.1542199
3431,1502,2.0315268
3434,2980,4.6015882
2993,2046,3.067214
1205,333,1.9423262
794,1964,1.8187354
1543,226,2.0949364
1724,2597,4.404669
4225,1433,1.5588744
3187,2269,3.2654643
2698,913,4.482356
2746,322,3.0156884
4137,126,3.684658
332,668,1.5857297
3469,668,2.172067
2607,1906,1.5337486
3673,0,4.64117
4570,1361,2.8648484
34,1334,2.6100483
1818,0,4.773247
5445,681,2.2554896
1149,32,1.8918105
4225,1275,3.6561728
4583,1277,1.7643763
1582,1660,2.1895669
224,1398,1.6702445
5365,2447,2.948063
56,1873,3.0045533
3722,226,2.2408347
3597,962,1.1158586
3681,1417,4.3952928
4445,2115,2.9271944
1851,949,4.786665
1703,0,4.3820834
2166,430,2.003339
4308,14,3.5195994
4817,1552,3.4395957
2759,780,3.742167
5786,1253,3.4777687
1438,899,2.7371588
591,854,3.5962095
491,1056,4.712303
2269,1392,1.927788
181,1409,2.6229694
1402,0,4.126119
3925,488,2.193726
3054,0,4.320348
200,0,4.4575887
1138,0,4.540986
645,405,2.5655735
3789,768,4.590762
308,1085,4.0851126
2494,2901,3.7667565
3112,497,3.1806307
413,2687,2.9790368
2045,0,3.9958208
750,2009,4.067917
1140,2482,1.9975139
1191,1896,3.9209266
2590,2979,3.2073066
5725,2192,2.279615
3482,2402,3.8291202
4259,0,3.4791803
5003,203,3.1301942
5218,1761,3.9564404
3308,1645,4.2012763
2505,199,4.2390237
427,66,3.1735911
5076,0,3.8572993
2681,678,2.206068
2004,0,3.9530191
1315,0,3.9015222
5684,962,3.4652267
4886,478,3.3749897
5587,669,3.3673282
4232,2101,3.3591237
4181,728,4.0847445
832,676,1.6764147
1086,973,4.7886133
4077,0,4.485486
2348,0,3.3787894
4562,478,3.8443124
3065,903,3.2610016
4653,1361,2.9873717
4603,24,2.3573194
4977,0,4.4734707
5627,869,3.252791
3754,522,3.805451
3194,735,3.5064805
1360,824,4.1919236
1910,1010,3.4717796
3474,2563,2.851136
2717,2791,3.191501
4656,7,4.2822275
829,2861,2.9970894
3422,2915,3.8212764
406,2965,3.1158266
4259,401,3.393852
3682,595,2.2106798
507,169,3.4495177
190,2974,3.979065
1275,1095,4.355494
3461,945,1.1012783
1490,1253,3.0126202
5191,1151,4.1815085
4786,1308,4.1743574
3278,0,2.9035888
1861,1955,4.1216393
2789,937,4.30398
1381,2221,3.9563136
1594,1745,3.4327445
4301,2845,3.2132392
5566,1448,3.6745706
2644,418,3.5066216
3231,877,2.6337018
3378,2258,2.9335866
4344,848,3.1928992
4867,902,3.229604
714,2225,1.8595278
1170,1535,3.9374197
2234,2863,3.5346677
541,821,3.2236657
5161,9,3.2807682
2028,478,4.3991985
3505,0,4.376952
3418,1352,3.5443232
1207,1756,4.422211
1228,2581,1.1930101
3667,2470,3.7158592
1978,301,3.3259642
577,1187,3.5451899
3920,0,4.240577
4671,393,2.680494
4768,2338,3.829252
2871,0,4.3942094
480,668,3.2960014
5839,0,4.3861976
3421,19,1.4721639
1496,593,3.2909482
5281,1436,3.8554432
1494,0,3.067278
3290,2199,3.116564
4445,2222,4.316353
1986,2674,3.526841
763,405,2.9349036
3915,974,2.194317
5138,1224,2.0575173
2036,2822,2.1047719
2220,1439,3.73617
3616,421,2.9422753
2535,0,3.7722628
1146,2200,1.9591666
2988,514,2.9039702
3755,2521,3.8906956
3746,2475,4.8109064
4577,671,3.1246455
4181,1690,3.126083
935,1620,3.4880767
4633,0,5.2091994
4993,1082,4.6427393
537,2692,4.610829
2253,782,3.605082
2434,1615,1.8487518
5910,1747,3.8923104
1042,680,3.9385905
516,1209,3.1057048
3191,2122,3.0375354
5411,329,3.4591618
4060,0,4.3869395
4333,122,3.772369
2888,0,4.325233
5218,1427,4.589967
3161,2822,2.006231
1528,614,3.1601062
4324,724,2.5544024
1544,923,3.1960726
3725,2927,3.7389865
390,1531,1.3005068
2122,1618,4.2093945
1939,1105,4.8539524
3022,157,3.8916147
4952,452,4.074909
589,789,4.4681597
3673,859,2.9261372
3065,1888,3.457087
6,404,3.6913848
3683,0,4.686228
2843,879,3.4055743
422,275,2.7078307
161,488,2.8562326
4607,1282,3.956602
2893,1571,3.1130219
5075,888,3.4629989
4423,606,5.156289
2984,1759,2.8889654
114,1571,3.3318565
5673,2327,3.1576316
3980,0,4.285164
1293,478,3.6099262
214,1724,3.7421486
3689,1108,3.2559264
1445,864,2.3989403
423,889,4.559365
1835,0,4.6182485
5628,32,3.2547297
3378,1197,3.4577856
4726,2714,2.5292017
3608,2755,3.1212645
4213,1096,4.360449
2505,0,4.0706635
3054,2820,3.4544785
4979,1206,3.0788648
2312,312,4.418688
1939,543,5.061078
1128,915,4.2818656
4388,0,3.644558
4672,903,4.063527
3852,645,3.6127284
353,1005,4.005123
3220,2804,4.7491374
3618,2270,3.1553578
4887,865,4.0512185
2301,1405,3.1192133
1005,2230,4.0323973
134,2580,1.6342661
1953,312,3.8582854
1304,2530,3.3894668
4404,993,4.1429095
5578,1078,4.3583565
5754,0,4.171949
2231,523,5.02214
3477,953,3.194883
3511,0,4.097897
2662,2740,3.8762922
5962,2011,3.3723252
2542,2546,4.1999435
4712,2702,3.1437314
3029,0,3.9528723
5955,889,3.6317916
1678,2296,1.8106263
4455,1710,4.633278
2505,2439,3.1604831
2400,1153,3.9677815
4608,478,3.317184
2905,2852,3.443501
1005,2800,4.288436
1614,1496,2.7669435
979,912,2.1929028
1008,1184,2.2522562
5165,778,4.349704
4724,20,3.1225438
3894,1521,3.620106
3545,1397,3.4593248
5675,205,1.4245301
1630,924,3.9114203
4805,0,4.5841494
5914,1948,3.5145798
1541,275,3.36513
396,0,4.2994103
5359,742,2.8165414
4894,0,4.4493237
5618,1446,3.9914024
34,530,1.270889
2378,1110,4.0692654
5785,1489,3.0289629
5096,899,3.1050363
4850,2546,2.9817338
2607,2040,1.8482811
4014,1400,2.791201
5721,2508,2.3716688
6008,1002,3.270656
1645,2679,3.569007
1297,1598,3.7657537
3657,530,2.0047894
2008,1177,4.169658
4181,584,3.6629436
5952,1674,2.7237375
4471,1742,2.8238058
5344,2011,3.8431137
1179,1446,4.3279843
5237,882,4.1635265
1924,1000,3.4326644
2687,889,3.9468646
3283,0,4.5272484
4929,0,4.225065
3851,0,4.392947
1939,2847,4.2725773
1923,2245,1.5613
404,2765,3.1374824
3823,2112,2.2972925
4855,519,2.4098988
654,1611,1.1585697
3414,0,4.716244
2090,1530,3.5896997
5955,992,3.8067808
5707,1948,2.5595708
401,747,1.8313673
1660,768,4.365788
2583,34,3.8380601
1639,1938,1.8374841
4147,851,3.8638313
4423,2920,3.9551659
1755,420,2.951008
3667,89,2.4225674
4307,1236,3.3220258
121,1886,4.382398
197,804,3.5696063
3199,1878,4.261588
17,137,3.7517715
5852,626,1.9787132
5573,0,4.0654435
4508,1820,3.8700826
779,0,4.038188
5477,1519,3.867177
4664,2202,2.3246648
3811,103,3.6355767
5676,2710,4.108966
4993,866,4.4541483
2792,32,3.4627144
3644,0,3.8588161
926,134,2.1919413
5248,1626,3.7755027
1697,1411,4.124039
815,1410,3.5332518
3896,0,4.589857
4236,2845,2.6306958
2249,927,4.416358
3673,54,1.4593654
1018,554,3.3573487
5708,2146,2.3303623
2094,948,1.7783101
4086,2261,3.01855
5027,1706,3.1765158
4049,636,3.8424408
1338,876,3.675191
3764,2464,5.2850604
42,867,4.7356906
4133,1919,3.126492
4897,1967,3.1244297
4062,2327,4.498758
3290,2361,2.7712717
5003,2165,3.9084976
4377,1083,3.195268
4576,1089,3.2648778
291,2549,3.8029099
3027,488,2.2680311
1118,2467,4.1530337
343,856,1.8837552
3752,1452,2.6401808
619,1986,3.4895864
3555,2093,2.8104002
76,365,1.9476
4076,0,4.251395
4567,591,3.4102824
3423,478,3.898135
317,984,4.979201
3263,413,1.6231809
4236,1808,2.8924217
4055,2417,0.36343044
5098,2888,3.4182076
867,0,4.3196263
1145,2595,2.9138937
932,517,2.8057985
3974,1668,2.8160734
414,1413,3.3544376
5287,0,3.7595546
4470,2201,1.9870785
5673,1342,2.84943
4352,0,3.6887634
4359,2160,2.038917
4148,1181,3.777327
1836,2863,2.916663
585,1668,1.8740532
5254,626,3.6887984
2835,1948,2.9514904
1937,851,3.4290714
1067,2194,4.384225
4598,1668,1.8406394
2953,851,4.4446683
3290,1477,4.2868357
1731,683,3.7739224
4971,2027,3.1952748
3586,1402,4.289185
800,948,1.5684502
3476,0,4.507152
5324,1757,3.3620262
4083,0,5.0064073
2839,876,3.4375474
951,575,2.523766
1432,2230,3.9519658
327,2752,3.292064
5039,1216,2.6029549
4726,1141,3.4281971
668,0,4.3998914
5333,910,1.9968922
2040,778,3.7222135
1801,487,2.3497038
3474,0,3.1909475
1122,0,5.0721908
1446,0,4.075363
5290,514,3.3780808
2417,1886,4.162005
2374,2095,4.0013027
4882,0,2.7815948
973,2974,3.2650678
4167,48,4.674905
243,2412,4.4045897
2682,983,3.4975336
5392,0,4.067542
2057,2823,3.732849
3609,465,1.7769946
1692,0,4.482361
5232,212,3.6681347
1724,1948,3.4531517
3361,1404,3.7998033
5521,1447,4.3041573
588,2722,3.3691068
2590,1928,1.9692268
1331,0,4.7774134
3940,2480,2.6090693
434,1803,3.5716052
5465,2345,4.346674
5784,1514,4.1955214
5603,1690,2.9502308
1528,2769,3.7952318
4444,530,2.3845863
775,1369,2.8000515
4680,2483,3.8390136
68,0,4.863903
3283,2015,4.258962
4275,2791,3.4250245
2366,445,3.7434366
4495,2295,3.9886708
1490,152,1.6810375
1449,15,3.439858
1901,952,3.0572681
427,2761,3.5625482
5569,685,3.056852
1315,2023,2.3670413
909,939,4.061396
5675,957,2.2340329
22,679,3.481268
5100,0,3.0055256
624,778,4.290363
2455,0,3.8038192
4786,0,3.219847
4821,743,3.0360966
1283,2070,2.2196474
4428,239,2.4695172
5191,2626,2.91185
5621,1476,1.3854246
922,1747,3.427475
2089,939,3.6911268
4471,2675,1.795948
3683,43,3.2734
1747,1141,3.4737735
3312,2888,3.5572026
